recipe_name,recipe_group,status,menu_price,food_cost,food_cost_pct
Glenlivet 12 Year Martini,LIQUOR,COMPLETE,$15.00,$5.42,36.11%
Glenlivet 12 Year Double,LIQUOR,COMPLETE,$13.00,$4.51,34.72%
Glenfiddich 18 Year Martini,LIQUOR,COMPLETE,--,$0.00,
Glenfiddich 15 Year Martini,LIQUOR,COMPLETE,$18.00,$0.00,
Balvenie Double Wood 12 Year Neat,LIQUOR,COMPLETE,--,$0.00,
Balvenie Double Wood 12 Year Martini,LIQUOR,COMPLETE,--,$0.00,
Balvenie Double Wood 12 Year Double,LIQUOR,COMPLETE,--,$0.00,
Balvenie Double Wood 12 Year,LIQUOR,COMPLETE,--,$0.00,
Tullamore Dew Martini,LIQUOR,COMPLETE,$12.75,$1.86,14.61%
Templeton Rye Martini,LIQUOR,COMPLETE,$16.50,$0.00,
Templeton Rye,LIQUOR,COMPLETE,$11.00,$0.00,
Skrewball Peanut Butter Martini,LIQUOR,COMPLETE,$13.50,$6.21,46%
Skrewball Peanut Butter,LIQUOR,COMPLETE,$9.00,$3.10,34.5%
Skrewball Peanut Butter,LIQUOR,COMPLETE,$9.00,$3.10,34.5%
Jim Beam,LIQUOR,COMPLETE,$8.25,$1.02,12.32%
Jack Honey Martini,LIQUOR,COMPLETE,$12.75,$3.35,26.3%
Jack Fire Martini,LIQUOR,COMPLETE,$12.75,$3.16,24.76%
Jack Fire,LIQUOR,COMPLETE,--,$1.58,
Crown Royal Apple Martini,LIQUOR,COMPLETE,$13.50,$3.30,24.42%
Crown Royal Apple,LIQUOR,COMPLETE,$9.00,$1.65,18.32%
Milagro Silver,LIQUOR,COMPLETE,$8.75,$0.00,
Milagro Reposado Martini,LIQUOR,COMPLETE,$13.50,$0.00,
Milagro Reposado,LIQUOR,COMPLETE,$9.00,$0.00,
Milagro Anejo Martini,LIQUOR,COMPLETE,$16.50,$0.00,
Milagro Anejo,LIQUOR,COMPLETE,$11.00,$0.00,
Teddy Graham Shot,SHOTS,COMPLETE,$7.50,$0.84,11.18%
Sambuca,SHOTS,COMPLETE,$8.50,$0.00,
Rumple Minze,SHOTS,COMPLETE,$8.50,$1.53,18.03%
Malort Shot,SHOTS,COMPLETE,$7.00,$0.00,
Buttery Nipple,SHOTS,COMPLETE,$7.50,$1.17,15.63%
Grape Bomb,SHOTS,COMPLETE,$9.00,$0.83,9.21%
Tootsie Pop Shot,SHOTS,COMPLETE,$7.50,$0.48,6.4%
Breakfast Shot,SHOTS,COMPLETE,$7.50,$0.76,10.12%
Lunchbox,SHOTS,COMPLETE,$9.00,$0.39,4.34%
Cherry Bomb,SHOTS,COMPLETE,$9.00,$0.38,4.27%
